Date,Temperature (°C),Humidity (%)
2025-06-19 09:00:01,22.27,90.9
2025-06-19 09:10:01,22.37,90.4
2025-06-19 09:20:01,22.47,90.7
2025-06-19 09:30:01,22.37,90.9
2025-06-19 09:40:01,22.37,91.2
2025-06-19 09:50:01,22.57,91.2
2025-06-19 10:00:01,22.67,89.9
2025-06-19 10:10:01,23.06,90.2
2025-06-19 10:20:01,22.77,88.9
2025-06-19 10:30:01,22.57,88
2025-06-19 10:40:01,22.57,88.4
2025-06-19 10:50:01,22.77,88.7
2025-06-19 11:00:01,22.96,88.4
2025-06-19 11:10:01,23.06,88.2
2025-06-19 11:20:01,23.36,87.4
2025-06-19 11:30:01,23.95,85
2025-06-19 11:40:01,24.25,81.7
2025-06-19 11:50:01,23.76,82.5
2025-06-19 12:00:01,23.56,82.8
2025-06-19 12:10:01,23.46,82.5
2025-06-19 12:20:01,23.66,82.4
2025-06-19 12:30:01,24.15,80.4
2025-06-19 12:40:01,23.85,80.4
2025-06-19 12:50:01,23.85,80.7
2025-06-19 13:00:01,24.35,78.4
2025-06-19 13:10:01,26.03,73.3
2025-06-19 13:20:01,26.82,70.5
2025-06-19 13:30:01,27.22,70.4
2025-06-19 13:40:01,26.53,69.4
2025-06-19 13:50:01,26.33,69.9
2025-06-19 14:00:01,25.54,71.7
2025-06-19 14:10:01,25.34,72.5
2025-06-19 14:20:01,24.75,74.6
2025-06-19 14:30:01,24.05,82.9
2025-06-19 14:40:01,23.95,82.5
2025-06-19 14:50:00,24.05,82.3
2025-06-19 15:00:01,24.65,80.8
2025-06-19 15:10:01,25.04,76.6
2025-06-19 15:20:01,25.34,75.2
2025-06-19 15:30:01,24.94,76.3
2025-06-19 15:40:01,24.94,75.3
2025-06-19 15:50:01,25.54,73.1
2025-06-19 16:00:01,25.54,73
2025-06-19 16:10:01,26.03,71.5
2025-06-19 16:20:01,26.23,69.6
2025-06-19 16:30:01,26.63,71.7
2025-06-19 16:40:01,26.53,67.8
2025-06-19 16:50:01,26.23,69.7
2025-06-19 17:00:01,26.13,69.9
2025-06-19 17:10:01,26.33,67.2
2025-06-19 17:20:01,26.43,69.2
2025-06-19 17:30:01,26.23,67.4
2025-06-19 17:40:01,26.13,70.4
2025-06-19 17:50:01,26.23,69.5
2025-06-19 18:00:01,26.03,67.5
2025-06-19 18:10:01,26.13,68.4
2025-06-19 18:20:01,26.13,68
2025-06-19 18:30:01,26.13,67.6
2025-06-19 18:40:01,26.13,67.8
2025-06-19 18:50:01,25.93,65.6
2025-06-19 19:00:01,25.64,67.4
2025-06-19 19:10:01,25.54,67.4
2025-06-19 19:20:01,25.44,67.1
2025-06-19 19:30:01,25.04,68.2
2025-06-19 19:40:01,25.04,68.1
2025-06-19 19:50:01,24.94,67.8
2025-06-19 20:00:01,24.75,67.9
2025-06-19 20:10:01,24.75,67.5
2025-06-19 20:20:01,24.55,68
2025-06-19 20:30:01,24.45,68.4
2025-06-19 20:40:01,24.35,71.1
2025-06-19 20:50:01,24.05,75.4
2025-06-19 21:00:01,23.76,71.8
2025-06-19 21:10:01,23.36,74
2025-06-19 21:20:01,23.06,75.5
2025-06-19 21:30:01,22.37,78.3
2025-06-19 21:40:01,21.87,76.4
2025-06-19 21:50:01,21.18,78.8
2025-06-19 22:00:01,20.69,82.4
2025-06-19 22:10:01,20.09,83.9
2025-06-19 22:20:01,19.70,85.8
2025-06-19 22:30:01,19.40,86.3
2025-06-19 22:40:01,19.20,86.7
2025-06-19 22:50:01,19.00,88.8
2025-06-19 23:00:01,18.81,88
2025-06-19 23:10:01,18.71,89.7
2025-06-19 23:20:01,18.51,88.1
2025-06-19 23:30:01,18.41,88.9
2025-06-19 23:40:01,18.31,90.4
2025-06-19 23:50:01,18.01,91
2025-06-20 00:00:01,17.82,92.1
2025-06-20 00:10:01,17.62,93.1
2025-06-20 00:20:01,17.42,92.3
2025-06-20 00:30:01,17.22,92.6
2025-06-20 00:40:01,16.92,93.6
2025-06-20 00:50:01,16.73,95.4
2025-06-20 01:00:01,16.53,95.7
2025-06-20 01:10:01,16.33,96.5
2025-06-20 01:20:01,16.23,96.6
2025-06-20 01:30:01,16.13,97.9
2025-06-20 01:40:01,16.03,96.4
2025-06-20 01:50:01,15.93,96.8
2025-06-20 02:00:01,15.93,98.5
2025-06-20 02:10:01,15.84,98.4
2025-06-20 02:20:01,15.84,98.8
2025-06-20 02:30:01,15.84,98.8
2025-06-20 02:40:01,15.74,99.7
2025-06-20 02:50:01,15.74,99.4
2025-06-20 03:00:01,15.64,98.8
2025-06-20 03:10:01,15.54,98
2025-06-20 03:20:01,15.54,98.9
2025-06-20 03:30:01,15.44,99.9
2025-06-20 03:40:01,15.34,100.6
2025-06-20 03:50:01,15.24,100.4
2025-06-20 04:00:01,15.14,100.1
2025-06-20 04:10:01,15.04,100.7
2025-06-20 04:20:01,15.04,100.7
2025-06-20 04:30:01,14.94,100.8
2025-06-20 04:40:01,14.85,100.5
2025-06-20 04:50:01,14.75,100.8
2025-06-20 05:00:01,14.65,100.9
2025-06-20 05:10:01,14.55,100.8
2025-06-20 05:20:01,14.45,100.7
2025-06-20 05:30:01,14.45,101.1
2025-06-20 05:40:01,14.35,100.5
2025-06-20 05:50:01,14.35,100.3
2025-06-20 06:00:01,14.35,101.4
2025-06-20 06:10:01,14.35,100.3
2025-06-20 06:20:01,14.45,99.8
2025-06-20 06:30:01,14.45,100.3
2025-06-20 06:40:01,14.45,99.6
2025-06-20 06:50:01,14.55,99.6
2025-06-20 07:00:01,14.65,99.5
2025-06-20 07:10:01,14.65,98.6
2025-06-20 07:20:01,14.75,97.5
2025-06-20 07:30:01,14.75,97.8
2025-06-20 07:40:01,14.65,95.2
2025-06-20 07:50:01,14.75,97
2025-06-20 08:00:01,14.75,98.1
2025-06-20 08:10:01,14.75,95.8
2025-06-20 08:20:01,14.94,96
2025-06-20 08:30:01,14.94,94.4
2025-06-20 08:40:01,15.04,96.2
2025-06-20 08:50:01,14.94,95.8
2025-06-20 09:00:01,15.14,93.9
2025-06-20 09:10:01,15.54,93.6
2025-06-20 09:20:01,15.93,91.4
2025-06-20 09:30:01,16.23,88.5
2025-06-20 09:40:01,17.82,86.8
2025-06-20 09:50:01,18.71,83.9
2025-06-20 10:00:01,18.61,80.5
2025-06-20 10:10:01,20.39,77.5
2025-06-20 10:20:01,24.94,68.9
2025-06-20 10:30:01,26.13,63.8
2025-06-20 10:40:01,27.22,57.6
2025-06-20 10:50:01,28.41,57
2025-06-20 11:00:01,28.90,50.6
2025-06-20 11:10:01,29.50,53.4
2025-06-20 11:20:01,28.61,56.2
2025-06-20 11:30:01,28.01,56.8
2025-06-20 11:40:01,27.12,55.7
2025-06-20 11:50:01,27.12,57
2025-06-20 12:00:01,26.82,53.4
2025-06-20 12:10:01,26.63,55.1
2025-06-20 12:20:01,26.73,55.1
2025-06-20 12:30:01,26.63,55.4
2025-06-20 12:40:01,26.63,57.9
2025-06-20 12:50:01,26.73,57.1
2025-06-20 13:00:02,26.63,52
2025-06-20 13:10:01,26.73,54.6
2025-06-20 13:20:01,26.53,53.5
2025-06-20 13:30:01,26.23,53.2
2025-06-20 13:40:01,26.03,51.7
2025-06-20 13:50:01,25.93,52.4
2025-06-20 14:00:01,26.03,51.7
2025-06-20 14:10:01,25.83,49.4
2025-06-20 14:20:01,25.64,49.1
2025-06-20 14:30:01,25.44,46.8
2025-06-20 14:40:01,25.24,54.9
2025-06-20 14:50:01,25.04,49.3
2025-06-20 15:00:01,25.14,48
2025-06-20 15:10:01,24.84,43.7
2025-06-20 15:20:01,24.65,48.3
2025-06-20 15:30:01,24.55,46.2
2025-06-20 15:40:01,24.45,48.2
2025-06-20 15:50:01,24.35,50.1
2025-06-20 16:00:01,24.25,43.7
2025-06-20 16:10:01,23.95,46.7
2025-06-20 16:20:01,23.66,46.3
2025-06-20 16:30:01,23.46,45.7
2025-06-20 16:40:01,23.26,45.6
2025-06-20 16:50:01,23.06,42.1
2025-06-20 17:00:01,22.96,45.1
2025-06-20 17:10:01,22.77,41.3
2025-06-20 17:20:01,22.47,43.6
2025-06-20 17:30:01,22.47,41.6
2025-06-20 17:40:01,22.37,43.2
2025-06-20 17:50:01,22.27,43.9
2025-06-20 18:00:01,22.27,46.7
2025-06-20 18:10:01,22.17,47.6
2025-06-20 18:20:01,22.07,50.7
2025-06-20 18:30:01,21.97,53.4
2025-06-20 18:40:01,21.87,52.5
2025-06-20 18:50:01,21.68,52.6
2025-06-20 19:00:01,21.58,52.1
2025-06-20 19:10:01,21.48,55.1
2025-06-20 19:20:01,21.38,54.7
2025-06-20 19:30:01,21.28,57.1
2025-06-20 19:40:01,21.48,53
2025-06-20 19:50:01,20.79,57.2
2025-06-20 20:00:01,20.29,58.1
2025-06-20 20:10:01,19.89,59.1
2025-06-20 20:20:01,19.50,65.6
2025-06-20 20:30:01,19.00,68.1
2025-06-20 20:40:01,18.51,71.5
2025-06-20 20:50:01,18.01,74.3
2025-06-20 21:00:01,17.62,74.6
2025-06-20 21:10:01,17.12,76.7
2025-06-20 21:20:01,16.73,77
2025-06-20 21:30:01,16.33,78.2
2025-06-20 21:40:01,16.03,79.2
2025-06-20 21:50:01,15.64,80.5
2025-06-20 22:00:01,15.34,81.5
2025-06-20 22:10:01,15.04,82.5
2025-06-20 22:20:01,14.85,82.1
2025-06-20 22:30:01,14.65,83.5
2025-06-20 22:40:01,14.45,83.5
2025-06-20 22:50:01,14.25,85.3
2025-06-20 23:00:01,14.05,85.9
2025-06-20 23:10:01,13.95,86.2
2025-06-20 23:20:01,13.76,87.1
2025-06-20 23:30:01,13.66,88.1
2025-06-20 23:40:01,13.56,87.9
2025-06-20 23:50:01,13.56,89.2
2025-06-21 00:00:02,13.36,88.5
2025-06-21 00:10:01,13.26,89.3
2025-06-21 00:20:01,13.16,90.2
2025-06-21 00:30:01,13.06,91.1
2025-06-21 00:40:01,12.96,91
2025-06-21 00:50:01,12.96,91.1
2025-06-21 01:00:01,12.96,91.9
2025-06-21 01:10:01,12.77,90.9
2025-06-21 01:20:01,12.67,91.5
2025-06-21 01:30:01,12.57,92
2025-06-21 01:40:01,12.47,91.7
2025-06-21 01:50:01,12.27,92.3
2025-06-21 02:00:01,12.17,92.8
2025-06-21 02:10:01,11.97,93.5
2025-06-21 02:20:01,11.88,93.9
2025-06-21 02:30:01,11.78,94.4
2025-06-21 02:40:01,11.68,93.7
2025-06-21 02:50:01,11.48,93.4
2025-06-21 03:00:01,11.38,94.3
2025-06-21 03:10:01,11.28,94.7
2025-06-21 03:20:01,11.18,94.4
2025-06-21 03:30:01,11.08,95
2025-06-21 03:40:01,10.89,95
2025-06-21 03:50:01,10.79,94.1
2025-06-21 04:00:01,10.59,95.2
2025-06-21 04:10:02,10.49,95.1
2025-06-21 04:20:01,10.29,94.7
2025-06-21 04:30:01,10.19,95.2
2025-06-21 04:40:01,9.99,96
2025-06-21 04:50:01,9.90,96.4
2025-06-21 05:00:01,9.80,96.3
2025-06-21 05:10:01,9.80,96.3
2025-06-21 05:20:01,9.70,96.8
2025-06-21 05:30:01,9.60,96.3
2025-06-21 05:40:01,9.60,97
2025-06-21 05:50:01,9.60,98.5
2025-06-21 06:00:01,9.70,98.9
2025-06-21 06:10:01,9.70,97.7
2025-06-21 06:20:01,9.90,99.8
2025-06-21 06:30:01,10.09,100.4
2025-06-21 06:40:01,10.49,100.8
2025-06-21 06:50:01,10.79,101.1
2025-06-21 07:00:01,11.08,99.4
2025-06-21 07:10:01,11.58,98.8
2025-06-21 07:20:01,12.37,101
2025-06-21 07:30:01,13.06,99.2
2025-06-21 07:40:01,14.35,96.3
2025-06-21 07:50:01,16.92,83.3
2025-06-21 08:00:01,19.89,75.5
2025-06-21 08:10:01,22.77,63.1
2025-06-21 08:20:01,24.55,57.7
2025-06-21 08:30:01,25.64,53.8
2025-06-21 08:40:01,26.33,48.7
2025-06-21 08:50:01,27.02,56.5
2025-06-21 09:00:01,28.90,48.3
2025-06-21 09:10:01,29.99,45.8
2025-06-21 09:20:01,30.88,42.4
2025-06-21 09:30:01,31.68,40.7
2025-06-21 09:40:01,30.98,39.9
2025-06-21 09:50:01,32.67,37.9
2025-06-21 10:00:01,31.77,37.3
2025-06-21 10:10:01,32.76,35.3
2025-06-21 10:20:02,34.25,31.8
2025-06-21 10:30:01,35.04,32.4
2025-06-21 10:40:01,34.15,32.8
2025-06-21 10:50:01,33.66,31.4
2025-06-21 11:00:01,34.25,34
2025-06-21 11:10:01,33.85,31.5
2025-06-21 11:20:01,33.16,33
2025-06-21 11:30:01,32.17,32.6
2025-06-21 11:40:01,31.28,32.8
2025-06-21 11:50:01,31.48,32.5
2025-06-21 12:00:01,31.38,33.8
2025-06-21 12:10:01,31.28,35
2025-06-21 12:20:01,31.68,34.1
2025-06-21 12:30:01,31.87,32.2
2025-06-21 12:40:01,31.18,33.1
2025-06-21 12:50:01,31.58,34.7
2025-06-21 13:00:01,31.48,34.7
2025-06-21 13:10:01,30.69,33.7
2025-06-21 13:20:01,30.98,33.6
2025-06-21 13:30:01,30.29,33.4
2025-06-21 13:40:01,30.49,33.7
2025-06-21 13:50:01,30.39,38.1
2025-06-21 14:00:01,29.20,39.4
2025-06-21 14:10:01,29.20,40.7
2025-06-21 14:20:01,28.71,41.9
2025-06-21 14:30:01,28.90,40
2025-06-21 14:40:01,28.71,41.4
2025-06-21 14:50:01,28.61,40.9
2025-06-21 15:00:01,28.51,40.1
2025-06-21 15:10:01,28.41,40.2
2025-06-21 15:20:01,28.01,41.2
2025-06-21 15:30:01,28.51,43.4
2025-06-21 15:40:01,28.51,42.2
2025-06-21 15:50:01,28.90,46.6
2025-06-21 16:00:01,28.80,44.1
2025-06-21 16:10:01,28.80,44.9
2025-06-21 16:20:01,28.71,45.1
2025-06-21 16:30:01,28.41,49
2025-06-21 16:40:01,28.01,48.2
2025-06-21 16:50:01,27.81,48.6
2025-06-21 17:00:01,27.52,48.3
2025-06-21 17:10:01,27.32,48.7
2025-06-21 17:20:01,27.12,50
2025-06-21 17:30:01,26.82,52.2
2025-06-21 17:40:01,26.63,53.8
2025-06-21 17:50:01,26.43,54.9
2025-06-21 18:00:01,26.23,56.2
2025-06-21 18:10:01,25.93,57
2025-06-21 18:20:01,25.34,61.8
2025-06-21 18:30:01,25.04,61.7
2025-06-21 18:40:01,24.94,62.5
2025-06-21 18:50:01,24.84,62.4
2025-06-21 19:00:01,24.75,62.5
2025-06-21 19:10:01,24.65,63.4
2025-06-21 19:20:01,24.45,65.1
2025-06-21 19:30:01,23.85,68.5
2025-06-21 19:40:01,23.36,78.4
2025-06-21 19:50:01,22.96,79.7
2025-06-21 20:00:01,22.77,77.9
2025-06-21 20:10:01,22.57,83.8
2025-06-21 20:20:01,22.37,84.1
2025-06-21 20:30:01,22.27,80.6
2025-06-21 20:40:01,22.17,83.1
2025-06-21 20:50:01,21.97,84.3
2025-06-21 21:00:01,22.17,82.6
2025-06-21 21:10:02,22.17,81.4
2025-06-21 21:20:01,22.27,81
2025-06-21 21:25:55,22.27,81
2025-06-21 21:28:58,22.17,82
2025-06-21 21:30:01,22.17,82
2025-06-21 21:30:53,22.17,82
2025-06-21 21:32:16,22.17,82
2025-06-21 21:39:48,22.17,82.2
2025-06-21 21:40:01,22.17,82.2
2025-06-21 21:50:01,22.27,79.7
2025-06-21 22:00:01,22.57,79.1
2025-06-21 22:10:01,22.47,83.2
2025-06-21 22:20:01,22.17,84.1
2025-06-21 22:30:01,21.87,86.2
2025-06-21 22:40:01,21.58,90.8
2025-06-21 22:50:01,21.38,93.1
2025-06-21 23:00:01,21.18,94.6
2025-06-21 23:10:01,21.08,95.6
2025-06-21 23:20:01,20.88,96.3
2025-06-21 23:30:01,20.69,96.7
2025-06-21 23:40:01,20.59,97.3
2025-06-21 23:50:01,20.49,98.2
2025-06-22 00:00:01,20.49,99.2
2025-06-22 00:10:01,20.49,99.9
2025-06-22 00:20:01,20.49,100.3
2025-06-22 00:30:01,20.49,100.6
2025-06-22 00:40:01,20.49,100.7
2025-06-22 00:50:01,20.49,101.2
2025-06-22 01:00:01,20.59,101.1
2025-06-22 01:10:01,20.59,101
2025-06-22 01:20:01,20.69,101.9
2025-06-22 01:30:01,20.69,102
2025-06-22 01:40:01,20.69,101.8
2025-06-22 01:50:01,20.59,102
2025-06-22 02:00:01,20.59,102.3
2025-06-22 02:10:01,20.49,102.4
2025-06-22 02:20:01,20.49,102.6
2025-06-22 02:30:01,20.39,102.5
2025-06-22 02:40:01,20.39,102.7
2025-06-22 02:50:01,20.29,102.7
2025-06-22 03:00:01,20.19,103
2025-06-22 03:10:01,20.09,103.1
2025-06-22 03:20:01,19.99,103
2025-06-22 03:30:01,19.89,103.4
2025-06-22 03:40:01,19.70,103.4
2025-06-22 03:50:01,19.60,103.7
2025-06-22 04:00:01,19.50,104.3
2025-06-22 04:10:01,19.50,104.8
2025-06-22 04:20:01,19.50,105.2
2025-06-22 04:30:01,19.50,105.5
2025-06-22 04:40:01,19.50,105.7
2025-06-22 04:50:01,19.40,105.8
2025-06-22 05:00:01,19.40,106.1
2025-06-22 05:10:01,19.50,106.5
2025-06-22 05:20:01,19.50,106.7
2025-06-22 05:30:01,19.50,106.9
2025-06-22 05:40:01,19.60,107.1
2025-06-22 05:50:01,19.60,107.2
2025-06-22 06:00:01,19.60,107.3
2025-06-22 06:10:01,19.70,107.5
2025-06-22 06:20:01,19.70,107.5
2025-06-22 06:30:01,19.80,107.6
2025-06-22 06:40:01,19.80,107.6
2025-06-22 06:50:01,19.80,107.5
2025-06-22 07:00:01,19.89,107.6
2025-06-22 07:10:01,20.19,107.9
2025-06-22 07:20:01,20.59,108.4
2025-06-22 07:30:01,21.38,108.8
2025-06-22 07:40:01,21.97,108.7
2025-06-22 07:50:01,22.37,108.1
2025-06-22 08:00:01,22.47,106.6
2025-06-22 08:10:01,22.67,107
2025-06-22 08:20:01,23.16,107.2
2025-06-22 08:30:01,23.46,106.7
2025-06-22 08:40:01,24.15,106.8
2025-06-22 08:50:01,24.94,105.5
2025-06-22 09:00:01,27.81,103.8
2025-06-22 09:10:01,27.42,105.4
2025-06-22 09:20:01,28.51,102
2025-06-22 09:30:01,31.48,83.4
2025-06-22 09:40:01,31.87,77.8
2025-06-22 09:50:01,29.20,78.6
2025-06-22 10:00:01,28.11,80.8
2025-06-22 10:10:01,28.01,79
2025-06-22 10:20:01,29.30,73.8
2025-06-22 10:30:01,32.37,70.5
2025-06-22 10:40:01,32.86,67.6
2025-06-22 10:50:01,30.09,70.2
2025-06-22 11:00:01,29.10,75.4
2025-06-22 11:10:01,30.39,75.8
2025-06-22 11:20:01,31.18,65.6
2025-06-22 11:30:01,32.27,70.5
2025-06-22 11:40:01,33.06,64.1
2025-06-22 11:50:01,32.07,62.9
2025-06-22 12:00:01,31.28,64
2025-06-22 12:10:01,30.78,64.2
2025-06-22 12:20:01,31.48,64.6
2025-06-22 12:30:01,32.17,65.1
2025-06-22 12:40:01,31.87,61.3
2025-06-22 12:50:01,32.07,62.5
2025-06-22 13:00:01,32.37,61.2
2025-06-22 13:10:01,32.47,58.3
2025-06-22 13:20:01,32.67,62.6
2025-06-22 13:30:01,32.67,59.3
2025-06-22 13:40:01,32.67,61.6
2025-06-22 13:50:01,32.47,62.3
2025-06-22 14:00:01,32.67,62.1
2025-06-22 14:10:01,32.27,62.3
2025-06-22 14:20:01,32.76,62.8
2025-06-22 14:30:01,31.87,59.5
2025-06-22 14:40:01,32.07,63
2025-06-22 14:50:00,32.07,65.5
2025-06-22 15:00:01,32.17,63.6
2025-06-22 15:10:01,32.17,60.9
2025-06-22 15:20:01,31.87,62.4
2025-06-22 15:30:01,31.48,64.1
2025-06-22 15:40:01,31.38,64.6
2025-06-22 15:50:01,31.38,63.8
2025-06-22 16:00:01,31.28,60.7
2025-06-22 16:10:01,31.18,62.8
2025-06-22 16:20:01,31.08,64.3
2025-06-22 16:30:01,30.69,60.6
2025-06-22 16:40:01,30.49,63.2
2025-06-22 16:50:01,30.39,64
2025-06-22 17:00:01,29.89,68
2025-06-22 17:10:01,29.89,65.7
2025-06-22 17:20:01,29.60,70.3
2025-06-22 17:30:01,29.40,64.9
2025-06-22 17:40:01,29.30,64.7
2025-06-22 17:50:01,29.10,65.5
2025-06-22 18:00:01,29.00,67.4
2025-06-22 18:10:01,28.71,67
2025-06-22 18:20:01,28.51,67
2025-06-22 18:30:01,28.41,69.6
2025-06-22 18:40:01,28.21,69.6
2025-06-22 18:50:01,28.01,70.7
2025-06-22 19:00:01,27.81,67
2025-06-22 19:10:01,27.72,69.3
2025-06-22 19:20:01,27.52,70.7
2025-06-22 19:30:01,27.42,68.4
2025-06-22 19:40:01,27.42,71.2
2025-06-22 19:50:01,26.92,72.4
2025-06-22 20:00:01,26.53,75.3
2025-06-22 20:10:01,26.13,76.3
2025-06-22 20:20:01,25.74,77.1
2025-06-22 20:30:01,25.34,78.6
2025-06-22 20:40:01,24.94,79.2
2025-06-22 20:50:01,24.55,81.1
2025-06-22 21:00:01,24.15,81.5
2025-06-22 21:10:01,23.85,82.4
2025-06-22 21:20:01,23.46,84.3
2025-06-22 21:30:01,23.16,84.7
2025-06-22 21:40:01,22.86,85.8
2025-06-22 21:50:01,22.77,85.7
2025-06-22 22:00:01,22.47,86.7
2025-06-22 22:10:01,22.37,86.5
2025-06-22 22:20:01,22.17,86.9
2025-06-22 22:30:01,22.07,87.6
2025-06-22 22:40:01,21.87,87.9
2025-06-22 22:50:01,21.87,88.6
2025-06-22 23:00:01,21.97,88.5
2025-06-22 23:10:02,21.97,88.3
2025-06-22 23:20:01,22.07,88.2
2025-06-22 23:30:01,22.17,88.6
2025-06-22 23:40:01,22.17,88.8
2025-06-22 23:50:01,22.17,88.1
2025-06-23 00:00:01,22.17,88.5
2025-06-23 00:10:01,22.37,88.3
2025-06-23 00:20:01,22.27,88.7
2025-06-23 00:30:01,22.27,89.6
2025-06-23 00:40:01,22.27,89.3
2025-06-23 00:50:01,22.17,90
2025-06-23 01:00:01,22.07,90.4
2025-06-23 01:10:01,22.07,90.8
2025-06-23 01:20:01,22.07,90.8
2025-06-23 01:30:01,21.97,89.6
2025-06-23 01:40:01,22.07,88.7
2025-06-23 01:50:01,22.07,89.1
2025-06-23 02:00:01,21.87,89.8
2025-06-23 02:10:01,21.87,89.8
2025-06-23 02:20:01,21.78,90.3
2025-06-23 02:30:01,21.68,90.7
2025-06-23 02:40:01,21.78,90.7
2025-06-23 02:50:01,21.78,90.9
2025-06-23 03:00:01,21.68,91
2025-06-23 03:10:01,21.78,90.6
2025-06-23 03:20:01,21.78,89.5
2025-06-23 03:30:01,21.78,89.6
2025-06-23 03:40:02,21.68,89.6
2025-06-23 03:50:01,21.48,90.2
2025-06-23 04:00:01,21.38,90.7
2025-06-23 04:10:01,21.08,91.4
2025-06-23 04:20:01,20.88,91.2
2025-06-23 04:30:01,20.79,92.7
2025-06-23 04:40:01,20.59,93.7
2025-06-23 04:50:01,20.39,94.6
2025-06-23 05:00:01,20.19,95
2025-06-23 05:10:01,20.09,95.2
2025-06-23 05:20:01,19.99,95.8
2025-06-23 05:30:01,19.89,96.1
2025-06-23 05:40:01,19.89,95.9
2025-06-23 05:50:01,19.89,96.6
2025-06-23 06:00:01,19.99,96.2
2025-06-23 06:10:01,20.09,94.9
2025-06-23 06:20:01,20.19,94.8
2025-06-23 06:30:01,20.29,95.3
2025-06-23 06:40:01,20.39,94.1
2025-06-23 06:50:01,20.69,94.2
2025-06-23 07:00:01,21.08,95.4
2025-06-23 07:10:01,21.38,92.9
2025-06-23 07:20:01,21.87,91.1
2025-06-23 07:30:01,22.47,90.5
2025-06-23 07:40:01,23.56,86.7
2025-06-23 07:50:01,25.34,79.3
2025-06-23 08:00:01,27.42,74.5
2025-06-23 08:10:01,30.19,66.9
2025-06-23 08:20:01,31.97,64.8
2025-06-23 08:30:01,33.16,61.2
2025-06-23 08:40:01,33.85,58.4
2025-06-23 08:50:01,34.05,58.5
2025-06-23 09:00:01,34.25,55.4
2025-06-23 09:10:02,35.73,57.5
2025-06-23 09:20:01,36.23,55.8
2025-06-23 09:30:01,38.01,52.7
2025-06-23 09:40:02,38.51,51.5
2025-06-23 09:50:01,39.79,50.2
2025-06-23 10:00:01,40.49,51.1
2025-06-23 10:10:01,41.08,47.4
2025-06-23 10:20:01,41.58,45.2
2025-06-23 10:30:01,41.87,46.7
2025-06-23 10:40:01,42.47,48.2
2025-06-23 10:50:01,42.17,46.8
2025-06-23 11:00:01,41.97,47.5
2025-06-23 11:10:01,40.49,50.4
2025-06-23 11:20:01,40.68,50.3
2025-06-23 11:30:01,40.29,50.3
2025-06-23 11:40:01,40.19,54.3
2025-06-23 11:50:01,39.79,52.2
2025-06-23 12:00:01,40.09,50.6
2025-06-23 12:10:01,39.99,48.9
2025-06-23 12:20:01,39.20,54.9
2025-06-23 12:30:01,39.00,49.4
2025-06-23 12:40:01,38.90,51.7
2025-06-23 12:50:01,39.10,52.5
2025-06-23 13:00:01,39.00,52.2
2025-06-23 13:10:01,38.61,50.3
2025-06-23 13:20:01,38.41,47.4
2025-06-23 13:30:01,38.31,50.2
2025-06-23 13:40:01,37.91,48.7
2025-06-23 13:50:01,37.52,52
2025-06-23 14:00:01,37.81,50
2025-06-23 14:10:01,37.22,53.1
2025-06-23 14:20:02,37.52,51.8
2025-06-23 14:30:01,37.81,52.5
2025-06-23 14:40:01,37.02,52
2025-06-23 14:50:01,36.82,53.9
2025-06-23 15:00:01,36.72,54.5
2025-06-23 15:10:01,36.13,58
2025-06-23 15:20:01,36.23,57.8
2025-06-23 15:30:01,36.23,56.9
2025-06-23 15:40:01,36.23,53.8
2025-06-23 15:50:01,36.13,54.1
2025-06-23 16:00:01,36.33,55.5
2025-06-23 16:10:01,36.13,51.2
2025-06-23 16:20:01,35.83,50.4
2025-06-23 16:30:01,35.64,51.2
2025-06-23 16:40:01,35.64,54
2025-06-23 16:50:01,35.64,51.3
2025-06-23 17:00:01,35.24,52.2
2025-06-23 17:10:01,35.04,51.7
2025-06-23 17:20:01,34.74,52
2025-06-23 17:30:02,34.74,52.3
2025-06-23 17:40:01,34.65,51.5
2025-06-23 17:50:01,34.35,54
2025-06-23 18:00:01,34.25,54.4
2025-06-23 18:10:01,34.25,54.8
2025-06-23 18:20:01,34.25,54.4
2025-06-23 18:30:01,34.05,54.6
2025-06-23 18:40:01,33.95,54
2025-06-23 18:50:01,33.75,54.1
2025-06-23 19:00:01,33.56,55.8
2025-06-23 19:10:01,33.46,56.9
2025-06-23 19:20:01,33.26,56.7
2025-06-23 19:30:01,33.26,57.2
2025-06-23 19:40:01,33.26,57.8
2025-06-23 19:50:01,32.76,59.1
2025-06-23 20:00:01,32.37,62.9
2025-06-23 20:10:01,31.97,62.8
2025-06-23 20:20:01,31.68,64.4
2025-06-23 20:30:01,31.38,66
2025-06-23 20:40:01,30.98,67
2025-06-23 20:50:01,30.69,70
2025-06-23 21:00:01,30.49,70.8
2025-06-23 21:10:01,30.19,78.8
2025-06-23 21:20:01,29.79,82.3
2025-06-23 21:30:01,29.50,80.6
2025-06-23 21:40:01,29.00,85.2
2025-06-23 21:50:01,28.61,87.5
2025-06-23 22:00:01,28.41,89.2
2025-06-23 22:10:01,28.11,90
2025-06-23 22:20:01,27.91,91.2
2025-06-23 22:30:01,27.62,91.2
2025-06-23 22:40:01,27.42,91.9
2025-06-23 22:50:01,27.22,92.9
2025-06-23 23:00:01,27.12,93.3
2025-06-23 23:10:01,27.02,93.5
2025-06-23 23:20:01,26.82,94
2025-06-23 23:30:01,26.63,94.5
2025-06-23 23:40:01,26.43,95.5
2025-06-23 23:50:01,26.13,96.3
2025-06-24 00:00:02,26.03,96.3
